anum,n_terms,n_d,order,degree,n_id,L_H,n_singular,full_fit,prefix_only,n_revisions,n_struct_rev,final_lambda,error,name
A160699,30,10.0,2.0,1.0,10.0,78.0,0.0,True,False,1,0,0.08562019758507135,,A bisection of A063522.
A132757,30,9.0,3.0,0.0,9.0,50.0,0.0,True,False,1,0,0.09900990099009901,,a(n) = n*(n+29)/2.
A123021,30,,,,,,,False,False,0,0,1.0,,"Triangle of coefficients of (1 - x)^n*B(x/(1 - x),n), where B(x,n) is the Morgan-Voyce polynomial related to A078812."
A370775,30,,,,,,,False,False,0,0,1.0,,"Integers m whose (constant) convergence speed is exactly 2 (i.e., m^^(m+1) has 2 more rightmost frozen digits than m^^m, where ^^ indicates tetration)."
A299682,30,,,,,,,False,False,0,0,1.0,,"T(n,k)=Number of nXk 0..1 arrays with every element equal to 0, 1, 2, 4, 5, 6 or 7 king-move adjacent elements, with upper left element zero."
A067173,30,,,,,,,False,False,0,0,1.0,,Numbers n such that the sum of the prime factors of n equals the product of the digits of n.
A032155,30,,,,,,,False,False,0,0,1.0,,Number of ways to partition n elements into pie slices of different sizes other than one.
A038163,30,10.0,2.0,1.0,10.0,44.0,0.0,True,False,1,0,0.06676783004552352,,G.f.: 1/((1-x)*(1-x^2))^3.
A019645,30,,,,,,,False,False,0,0,1.0,,Decimal expansion of sqrt(Pi*e).
A264992,30,,,,,,,False,False,0,0,1.0,,Permutation of nonnegative integers: a(n) = A264985(A264989(n)).
A084193,30,,,,,,,False,False,0,0,1.0,,"Array read by antidiagonals: T(k,n) = solution to postage stamp problem with n stamps and k denominations (n >= 1, k >= 1)."
A085814,30,,,,,,,False,False,0,0,1.0,,Even entries (A048967) minus the odd entries (A001316) in row n of Pascal's triangle (A007318).
A394222,30,19.0,5.0,1.0,19.0,72.0,0.0,True,False,1,0,0.24742268041237114,,"a(n) = n * gcd(5, n)."
A233997,30,,,,,,,False,False,0,0,1.0,,"T(n,k)=Number of (n+1)X(k+1) 0..6 arrays with every 2X2 subblock having the sum of the absolute values of all six edge and diagonal differences equal to 18."
A061651,30,,,,,,,False,False,0,0,1.0,,"Numbers with all even digits in which each nonzero digit divides the number formed by the rest, i.e., the number obtained by just removing this digit. 0 is divisible by every number."
A232038,30,,,,,,,False,False,0,0,1.0,,"T(n,k)=Number of (n+1)X(k+1) 0..1 arrays with every element equal to some horizontal, vertical or antidiagonal neighbor, with top left element zero."
A142906,30,,,,,,,False,False,0,0,1.0,,Primes congruent to 31 mod 63.
A276478,30,,,,,,,False,False,0,0,1.0,,"Number of points in square lattice in and on the boundary of the area encompassed by two arcs of radius n and centers at (0,0) and (n,0)."
A043434,30,,,,,,,False,False,0,0,1.0,,Numbers having two 3's in base 8.
A245227,30,,,,,,,False,False,0,0,1.0,,"Maximum frustration of complete bipartite graph K(n,5)."
A235743,30,,,,,,,False,False,0,0,1.0,,Primes p(k) such that p(k) + p(k+3) = p(k+1) + p(k+2) + 4.
A176996,30,,,,,,,False,False,0,0,1.0,,"Numbers n such that sum of divisors, sigma(n), and sum of the proper divisors, sigma(n)-n, are both square."
A112539,30,13.0,,,,,,False,True,2,1,1.0,,Half-baked Thue-Morse: at successive steps the sequence or its bit-inverted form is appended to itself.
A173315,30,11.0,4.0,0.0,11.0,48.0,0.0,True,False,1,0,0.05574912891986063,,Inverse binomial transform of A131800.
A329582,30,,,,,,,False,False,0,0,1.0,,Numbers between a power and a prime.
A041518,30,,,,,,,False,False,0,0,1.0,,Numerators of continued fraction convergents to sqrt(276).
A114986,30,,,,,,,False,False,0,0,1.0,,Characteristic function of (A000201 prefixed with 0).
A394039,30,,,,,,,False,False,0,0,1.0,,Decimal expansion of Sum_{p prime} (1/(p*(p+2))) * Product_{p prime} (1-(3*p-2)/(p^3)).
A194819,30,,,,,,,False,False,0,0,1.0,,"Number of integers k in [1,n] such that {n*e+k*e} < {n*e-k*e}, where { } = fractional part."
A014643,30,,,,,,,False,False,0,0,1.0,,"Triangular array starting with {1,1}; then i-th term in a row gives number of i's in next row."
A373786,30,,,,,,,False,False,0,0,1.0,,"Even terms in A373390, halved, in order of occurrence."
A059756,30,,,,,,,False,False,0,0,1.0,,ErdÅ‘s-Woods numbers: the length of an interval of consecutive integers with property that every element has a factor in common with one of the endpoints.
A053214,30,,,,,,,False,False,0,0,1.0,,"Central binomial coefficients (A000984) read mod 2n, with a(0)=1."
A144795,30,,,,,,,False,False,0,0,1.0,,A positive integer n is included if every 1 in binary n is next to at least one other 1.
A011129,30,,,,,,,False,False,0,0,1.0,,Decimal expansion of 5th root of 44.
A021361,30,,,,,,,False,False,0,0,1.0,,Decimal expansion of 1/357.
A189405,30,13.0,6.0,2.0,29.0,260.0,2.0,True,False,4,3,0.6753246753246753,,"n+[ns/r]+[nt/r]; r=1, s=-1+sqrt(3), t=1+sqrt(3)."
A337874,30,,,,,,,False,False,0,0,1.0,,"Table read by rows, in which the n-th row lists all the preimages k, in increasing order, such that k*sigma(k) = A337873(n)."
A165890,30,,,,,,,False,False,0,0,1.0,,"Irregular triangle T(n, k) = [x^k]( p(n, x) ), where p(n, x) = ( (1-x)^(n+1) * Sum_{k >= 0} (2*k+1)^(n-1)*x^k )^2, read by rows."
A378488,30,,,,,,,False,False,0,0,1.0,,"Table T(n,k) read by rows where in the n-th row the k-th column is the permutation rank of the k-th solution to the n-queens problem in a n X n board."
A244097,30,,,,,,,False,False,0,0,1.0,,"a(n) is the smallest k such that the sum of n consecutive values M(k) + M(k+1) + ... + M(k+n-1) is zero, where M(m) is the Moebius (or MÃ¶bius) function (A008683)."
A331620,30,,,,,,,False,False,0,0,1.0,,Records of A058249: (Smallest prime >= 2^n) - (largest prime <= 2^n).
A179437,30,,,,,,,False,False,0,0,1.0,,a(n) = |2n - prime(n)|.
A030405,30,,,,,,,False,False,0,0,1.0,,Position of n-th 3 in A030401.
A085068,30,,,,,,,False,False,0,0,1.0,,"Number of steps >= 1 for iteration of map x -> (4/3)*ceiling(x) to reach an integer when started at n, or -1 if no such integer is ever reached."
A115618,30,9.0,3.0,0.0,9.0,54.0,0.0,True,False,1,0,0.04878048780487805,,a(n) = 1 + (n+6)*2^(n-1).
A368071,30,,,,,,,False,False,0,0,1.0,,"a(1) = 1, and for any n > 0, a(2*n) = a(n), a(2*n+1) is the least positive number not yet in the sequence coprime to a(n) and a(n+1)."
A187968,30,,,,,,,False,False,0,0,1.0,,Positions of 1 in A187967; complement (conjectured) of A098021.
A025353,30,,,,,,,False,False,0,0,1.0,,Numbers that are the sum of 3 distinct nonzero squares in 7 or more ways.
A214726,30,,,,,,,False,False,0,0,1.0,,Decimal expansion of the perimeter of Cairo and Prismatic tiles.
A208535,30,,,,,,,False,False,0,0,1.0,,"Square array read by descending antidiagonals: T(n,k) is the number of n-bead necklaces of k colors not allowing reversal, with no adjacent beads having the same color (n, k >= 1)."
A221574,30,10.0,1.0,3.0,11.0,56.0,0.0,True,False,2,1,0.08199121522693997,,Number of 0..n arrays of length 3 with each element differing from at least one neighbor by something other than 1.
A341708,30,7.0,3.0,1.0,13.0,116.0,1.0,True,False,5,4,0.34017595307917886,,"Negative terms in A341707, in order of appearance (and negated)."
A286996,30,6.0,,,,,,False,True,5,5,1.0,,"{0->000, 11->null}-transform of the Sturmian word A080764."
A045466,30,,,,,,,False,False,0,0,1.0,,"Primes congruent to {1, 4, 6} mod 7."
A123593,30,,,,,,,False,False,0,0,1.0,,Inverse binomial transform of lucky numbers (A000959).
A338656,30,,,,,,,False,False,0,0,1.0,,"a(n) = Sum_{d|n} mu(d) * binomial(d + n/d - 2, d-1)."
A179997,30,,,,,,,False,False,0,0,1.0,,Where records occur in A179329.
A259001,30,,,,,,,False,False,0,0,1.0,,"Number of (n+2)X(3+2) 0..1 arrays with every 3X3 subblock sum of the two medians of the central row and column plus the two sums of the diagonal and antidiagonal nondecreasing horizontally, vertically and ne-to-sw antidiagonally."
A337604,30,6.0,,,,,,False,True,1,1,1.0,,"Number of ordered triples of positive integers summing to n, any two of which have a common divisor > 1."
A083447,30,,,,,,,False,False,0,0,1.0,,"a(n) = floor( n*R(n)/(n+R(n))), where R(n) is the digit reversal of n (A004086)."
A136099,30,,,,,,,False,False,0,0,1.0,,"Triangle read by rows: the number of ways to factor 5*2^(n-k)*3^k, columns 0<=k<=n, rows n>=0."
A074834,30,,,,,,,False,False,0,0,1.0,,Primes whose base 4 reversal is also prime.
A321592,30,,,,,,,False,False,0,0,1.0,,Continued fraction expansion of Rutherford constant.
A025293,30,,,,,,,False,False,0,0,1.0,,Numbers that are the sum of 2 nonzero squares in exactly 10 ways.
A197326,30,,,,,,,False,False,0,0,1.0,,Decimal expansion of least x > 0 having sin(x) = sin(Pi*x/3)^2.
A310652,30,,,,,,,False,False,0,0,1.0,,Coordination sequence Gal.3.6.2 where Gal.u.t.v denotes the coordination sequence for a vertex of type v in tiling number t in the Galebach list of u-uniform tilings.
A307087,30,,,,,,,False,False,0,0,1.0,,"a(n) is the number of steps it takes for the sequence f(0)=f(1)=n, f(x)=(a*b) mod (a+b+1), where a=f(x-1) and b=f(x-2), to reach a cycle."
A167442,30,,,,,,,False,False,0,0,1.0,,Prime numbers ending in the prime number 11.
A112620,30,,,,,,,False,False,0,0,1.0,,"If b(n,1) = n; b(n,m) is number of terms among {b(n,1), b(n,2), ..., b(n,m-1)} which are coprime to m, then a(n) = b(n,n)."
A130931,30,,,,,,,False,False,0,0,1.0,,Signature permutation of a Catalan automorphism: row 19 of A130400.
A105349,30,24.0,,,,,,False,True,2,1,1.0,,Characteristic sequence for the Pell numbers.
A076375,30,,,,,,,False,False,0,0,1.0,,Numbers k such that both k and 2*k are balanced numbers (A020492).
A004610,30,,,,,,,False,False,0,0,1.0,,Expansion of sqrt(6) in base 3.
A389459,30,,,,,,,False,False,0,0,1.0,,Numbers whose sum of nonsquarefree divisors (A162296) is congruent to 2 modulo 4.
A277313,30,,,,,,,False,False,0,0,1.0,,Decimal expansion of the nested logarithm log(1+log(2+log(3+log(4+...)))).
A178809,30,,,,,,,False,False,0,0,1.0,,Decimal expansion of the area of the regular 12-gon (dodecagon) of edge length 1.
A233576,30,,,,,,,False,False,0,0,1.0,,Numbers k such that k divides 1 + Sum_{j=1..k} prime(j)^18.
A208911,30,,,,,,,False,False,0,0,1.0,,"Triangle of coefficients of polynomials u(n,x) jointly generated with A208912; see the Formula section."
A377117,30,13.0,5.0,0.0,13.0,58.0,0.0,True,False,1,0,0.04556166535742341,,a(n) = coefficient of the term that is independent of 2^(1/3) and 2^(2/3) in the expansion of (2^(1/3) + 2^(2/3))^n.
A386582,30,6.0,,,,,,False,True,5,5,1.0,,"Number of distinct inseparable and pairwise disjoint sets of strict integer partitions, one of each exponent in the prime factorization of n."
A098280,30,,,,,,,False,False,0,0,1.0,,Front-to-back insertion-permutation sequence.
A376627,30,,,,,,,False,False,0,0,1.0,,G.f.: Sum_{k>=0} x^(k*(k+1)/2) * Product_{j=1..k} (1 + x^(2*j))^2.
A322032,30,,,,,,,False,False,0,0,1.0,,a(n) = Glaisher's function beta(2n+1).
A122048,30,13.0,3.0,1.0,13.0,42.0,0.0,True,False,1,0,0.03760071620411817,,"a(n) = (n-2)*a(n-2) - a(n-3), with a(0)=0, a(1)=1, a(2)=2."
A134079,30,,,,,,,False,False,0,0,1.0,,Expansion of q^(-2/3) * c(-q)^2 / 9 in powers of q where c(q) is a cubic AGM theta function.
A301302,30,,,,,,,False,False,0,0,1.0,,Partial sums of A301301.
A115354,30,,,,,,,False,False,0,0,1.0,,a(n) is the smallest number representable in exactly n ways as a sum of 2 powerful(1) numbers.
A189807,30,14.0,6.0,0.0,15.0,116.0,0.0,True,False,2,1,0.17873651771956856,,Number of right triangles on an (n+1) X 3 grid.
A242379,30,,,,,,,False,False,0,0,1.0,,Transpose of array A242378.
A260661,30,,,,,,,False,False,0,0,1.0,,"The number of distinct (up to alpha-equivalence) closed lambda calculus terms n characters long, assuming standard notational conventions."
A288921,30,,,,,,,False,False,0,0,1.0,,Lexicographically earliest sequence of distinct positive terms such that the product of two consecutive terms has at least 34 divisors.
A345171,30,,,,,,,False,False,0,0,1.0,,Numbers whose multiset of prime factors has no alternating permutation.
A239352,30,11.0,1.0,3.0,11.0,50.0,1.0,True,False,1,0,0.06693440428380187,,"van Heijst's upper bound on the number of squares inscribed by a real algebraic curve in R^2 of degree n, if the number is finite."
A094918,30,,,,,,,False,False,0,0,1.0,,a(n) = (3^n-1)/2 mod n.
A314017,30,,,,,,,False,False,0,0,1.0,,Coordination sequence Gal.5.278.5 where Gal.u.t.v denotes the coordination sequence for a vertex of type v in tiling number t in the Galebach list of u-uniform tilings.
A134415,30,,,,,,,False,False,0,0,1.0,,"Expansion of phi(x) / f(-x)^6 in powers of x where phi(), f() are Ramanujan theta functions."
A292309,30,,,,,,,False,False,0,0,1.0,,Numbers equal to the sum of three triangular numbers in arithmetic progression.
A284642,30,,,,,,,False,False,0,0,1.0,,"Numbers k such that concat(k, sigma(k)) and concat(sigma(k), k) are both prime."
A141899,30,,,,,,,False,False,0,0,1.0,,Primes of the form 2*3*5*7*k + 97.
A157366,30,7.0,2.0,0.0,7.0,58.0,0.0,True,False,1,0,0.0703030303030303,,a(n) = 686*n + 14.
A140058,30,15.0,6.0,0.0,15.0,90.0,0.0,True,False,1,0,0.23746701846965698,,"Numbers > 24 that are congruent to {5,6,7,8,9} mod 10."
A324836,30,,,,,,,False,False,0,0,1.0,,"Decimal expansion of eta_5, a constant related to the asymptotic density of certain sets of residues."
A226843,30,,,,,,,False,False,0,0,1.0,,a(n) = prime(prime(n + 1) - 2).
A268383,30,9.0,,,,,,False,True,2,1,1.0,,Least monotonic left inverse of A268412.
A114819,30,,,,,,,False,False,0,0,1.0,,Indices of Fibonacci numbers with 10 prime factors when counted with multiplicity.
A227649,30,,,,,,,False,False,0,0,1.0,,Perfect powers equal to the sum of 8 factorial numbers.
A033295,30,13.0,,,,,,False,True,2,1,1.0,,a(n) = [ Gamma(sqrt(n)) ].
A238210,30,,,,,,,False,False,0,0,1.0,,The total number of 3's in all partitions of n into an odd number of distinct parts.
A354802,30,,,,,,,False,False,0,0,1.0,,"Irregular triangle read by rows where T(n,k) is the number of independent sets of size k in the n-hypercube graph."
A379944,30,,,,,,,False,False,0,0,1.0,,Smallest number of leading digits of n! that form a prime (or 0 if none exist).
A057041,30,,,,,,,False,False,0,0,1.0,,"Let R(i,j) be the rectangle with antidiagonals 1; 2,3; 4,5,6; ...; each k is an R(i(k),j(k)) and A057041(n)=j(F(n)), where F(n) is the n-th Fibonacci number."
A026492,30,6.0,,,,,,False,True,4,4,1.0,,"a(n) = t(3n), where t = A001285 (Thue-Morse sequence)."
A031246,30,6.0,,,,,,False,True,4,4,1.0,,Length of n-th run of digit 4 in A031235.
A046841,30,,,,,,,False,False,0,0,1.0,,Numbers whose sum of divisors divides their sum of cubes of divisors.
A191051,30,,,,,,,False,False,0,0,1.0,,Primes p that have Kronecker symbol (p|86) = 1.
A371332,30,,,,,,,False,False,0,0,1.0,,Decimal expansion of Sum_{k>=1} 1/(k^(1/4)*(1+k)).
A194393,30,,,,,,,False,False,0,0,1.0,,"Numbers m such that Sum_{k=1..m} (<1/2 + k*r> - <k*r>) = 0, where r=sqrt(13) and < > denotes fractional part."
A051876,30,9.0,3.0,0.0,9.0,42.0,0.0,True,False,1,0,0.06572769953051644,,24-gonal numbers: a(n) = n*(11*n-10).
A227311,30,,,,,,,False,False,0,0,1.0,,Triangle of coefficients in the logarithm of a generalized theta function.
A099845,30,15.0,6.0,0.0,15.0,98.0,0.0,True,False,1,0,0.0980980980980981,,A Chebyshev transform of A090400 related to the knot 8_2.
A191077,30,,,,,,,False,False,0,0,1.0,,Primes that are not squares mod 67.
A134154,30,9.0,3.0,0.0,9.0,50.0,0.0,True,False,1,0,0.07407407407407407,,a(n) = 15*n^2 - 9*n + 1.
A255203,30,,,,,,,False,False,0,0,1.0,,Primes p for which no bases b with 1 < b < p exist such that p is a base b Wieferich prime.
A335970,30,,,,,,,False,False,0,0,1.0,,Index of the least Wendt determinant (A048954(k)) that is divisible by the least prime of the form k*prime(n) + 1.
A333549,30,,,,,,,False,False,0,0,1.0,,"Consider the list (A333552) of numbers m defined by property that when the RecamÃ¡n term A005132(m) is being computed, we are unable to subtract m from A005132(m-1) because, although A003132(m-1) >= m, the result of the subtraction, A005132(m-1)-m, is already in A005132; sequence gives the successive values of A005132(m-1)-m."
A078899,30,,,,,,,False,False,0,0,1.0,,Number of times the greatest prime factor of n is the greatest prime factor for numbers <=n; a(1)=1.
A039205,30,7.0,,,,,,False,True,5,4,1.0,,Numbers whose base-11 representation has the same number of 7's and 9's.
A389709,30,,,,,,,False,False,0,0,1.0,,"Triangle read by rows: denominators of the almost-Riordan array ( (1 - x + sqrt(1 - 2*x))/(1 - 2*x + (1 - x)*sqrt(1 - 2*x)) | 2/(1 - 2*x + (1 - x)*sqrt(1 - 2*x)), 2*(1 - x - sqrt(1 - 2*x))/x )."
A011931,30,,,,,,,False,False,0,0,1.0,,a(n) = floor(n*(n-1)*(n-2)*(n-3)/21).
A031237,30,,,,,,,False,False,0,0,1.0,,Position of n-th 1 in A031235.
A319164,30,,,,,,,False,False,0,0,1.0,,Number of integer partitions of n that are neither relatively prime nor aperiodic.
A199450,30,,,,,,,False,False,0,0,1.0,,Decimal expansion of x>0 satisfying 3*x^2+2*x*sin(x)=2*cos(x).
A147874,30,9.0,3.0,0.0,9.0,44.0,0.0,True,False,1,0,0.07547169811320754,,a(n) = (5*n-7)*(n-1).
A231960,30,,,,,,,False,False,0,0,1.0,,Powers of 3 together with multiples of 6.
A194166,30,13.0,,,,,,False,True,4,3,1.0,,Partial sums of A194165.
A156363,30,,,,,,,False,False,0,0,1.0,,"A triangle sequence related to the Eulerian numbers of the second kind: t(n,m) = Sum_{i=0..m}(-1)^(m-i)*binomial(n-i-1, m-i)*Stirling2(n+i+1, i+1)."
A397430,30,,,,,,,False,False,0,0,1.0,,Primes in A161601 whose binary reversal is composite.
A156396,30,,,,,,,False,False,0,0,1.0,,"Number of 8 X 8 arrays of squares of integers, symmetric about both diagonal and antidiagonal, with all rows summing to n."
A226616,30,,,,,,,False,False,0,0,1.0,,Smallest positive integer k for which 1 is in a primitive cycle of n positive integers (n>1) under iteration by the Collatz-like 3x+k function.
A045442,30,,,,,,,False,False,0,0,1.0,,"Primes congruent to {1, 5, 7} mod 8."
A318163,30,,,,,,,False,False,0,0,1.0,,"a(0) = a(3) = 0, a(1) = a(2) = 1; for n >= 2, a(2*n) = -a(n-1) and a(2*n+1) = -a(n-1)-a(n)."
A374003,30,,,,,,,False,False,0,0,1.0,,Decimal expansion of the positive real root of x^8 - x^7 - x^6 + x^2 - 1.
A066296,30,,,,,,,False,False,0,0,1.0,,a(n) = floor(n^(1/omega(n))).
A203293,30,,,,,,,False,False,0,0,1.0,,Number of arrays of 6 nondecreasing integers in -n..n with sum zero and equal numbers greater than zero and less than zero.
A348724,30,,,,,,,False,False,0,0,1.0,,Decimal expansion of the absolute value of one of the negative roots of Shanks' simplest cubic associated with the prime p = 19.
A380959,30,,,,,,,False,False,0,0,1.0,,"Array read by antidiagonals downward where A(n,k) is the number of integer partitions of k with product n."
A236771,30,15.0,6.0,0.0,15.0,70.0,0.0,True,False,1,0,0.17543859649122806,,a(n) = n + floor(n/2 + n^2/3).
A135514,30,,,,,,,False,False,0,0,1.0,,"Number of Pierce-Engel hybrid expansions of 5/b, b>=5."
A351566,30,,,,,,,False,False,0,0,1.0,,"Radix of the second least significant nonzero digit in the primorial base expansion of n, or 1 if there is no such digit."
A320810,30,,,,,,,False,False,0,0,1.0,,Number of non-isomorphic multiset partitions of weight n whose part-sizes have a common divisor > 1.
A394211,30,6.0,,,,,,False,True,4,4,1.0,,"Triangle read by rows: T(n, k) is the number of partitions of n into parts having exactly k prime factors (counted with multiplicity), with 0 <= k <= floor(log_2(n)) for n >= 1 and k = 0 for n = 0."
A145490,30,,,,,,,False,False,0,0,1.0,,Numbers k such that 6k+19 is prime and absolute value of 12k+1 is also prime.
A161618,30,6.0,1.0,0.0,5.0,16.0,0.0,True,False,0,0,0.12403100775193798,,Engel expansion of Pi^Pi.
A103143,30,9.0,3.0,0.0,9.0,32.0,0.0,True,False,1,0,0.03878787878787879,,"a(n) = a(n-1) + a(n-2) + 3*a(n-3), with a(0) = 1, a(1) = 0, a(2) = 1."
A122289,30,,,,,,,False,False,0,0,1.0,,Signature permutations of FORK-transformations of Catalan automorphisms in table A122201.
A315657,30,,,,,,,False,False,0,0,1.0,,Coordination sequence Gal.5.319.4 where Gal.u.t.v denotes the coordination sequence for a vertex of type v in tiling number t in the Galebach list of u-uniform tilings.
A137662,30,,,,,,,False,False,0,0,1.0,,"Self-inverse permutation of the natural numbers, induced by A137661."
A136977,30,,,,,,,False,False,0,0,1.0,,"Numbers k such that k and k^2 use only the digits 1, 2, 3, 5 and 9."
A360120,30,,,,,,,False,False,0,0,1.0,,"a(n) = 1 if there are no solutions to k*n/(k+n) = x and k*n/(k-n) = y for integers x and y and natural number k, otherwise 0."
A291307,30,22.0,6.0,1.0,22.0,76.0,0.0,True,False,1,0,0.37073170731707317,,"The arithmetic function v_6(n,2)."
A250545,30,,,,,,,False,False,0,0,1.0,,"Numbers of the form 4^x + y^4 with x, y >= 0."
A270021,30,,,,,,,False,False,0,0,1.0,,"First differences of number of active (ON, black) cells in n-th stage of growth of two-dimensional cellular automaton defined by ""Rule 51"", based on the 5-celled von Neumann neighborhood."
A173676,30,7.0,,,,,,False,True,3,2,1.0,,Number of ways of writing n as a sum of seven nonnegative cubes.
A195489,30,,,,,,,False,False,0,0,1.0,,"Decimal expansion of shortest length, (C), of segment from side CA through centroid to side CB in right triangle ABC with sidelengths (a,b,c)=(sqrt(7),3,4)."
A076077,30,,,,,,,False,False,0,0,1.0,,"Group the natural numbers so that the n-th group contains n numbers, the k-th number in a group is a multiple of k and the sum of the group is prime: (2), (1, 4), (3, 8, 6), (5, 10, 12, 16), (7, 14, 9, 24, 25), ..."
A146314,30,6.0,,,,,,False,True,2,2,1.0,,Inverse of Riordan array A127543.
A212488,30,,,,,,,False,False,0,0,1.0,,Smallest k>0 such that (5^n-k)*5^n-1 and (5^n-k)*5^n+1 are a twin prime pair or 0 if no such k exists.
A147541,30,,,,,,,False,False,0,0,1.0,,Result of using the primes as coefficients in an infinite polynomial series in x and then expressing this series as (1+x)(1+a(1)*x)(1+a(2)*x^2) ... .
A197944,30,,,,,,,False,False,0,0,1.0,,Least k such that x^6 + k produces composite numbers for x=1..n and prime for x=n+1.
A117846,30,,,,,,,False,False,0,0,1.0,,"Given n, define a(n) as follows: let a sequence b(k) be defined by b(k+1)=b(k)+b(k)mod k; b(1)=2n-1. (Here b(k)mod k denotes the least nonnegative residue of b(k) modulo k). Let a(n) be the common value of b(k+1)-b(k) for all large k if such exists; otherwise let a(n) be 0."
A192886,30,7.0,6.0,1.0,22.0,654.0,0.0,True,False,3,2,0.7721369539551358,,Expansion of x^4*(1 - x)^2*(1 - 3*x^2 - 2*x^3 + x^4 - x^5)/(1 - 2*x)^3.
A128314,30,7.0,,,,,,False,True,2,1,1.0,,"Triangle, A000012 * A128313."
A108737,30,,,,,,,False,False,0,0,1.0,,"Start with S = {}. For m = 0, 1, 2, 3, ... let u be the binary expansion of m. If u is not a substring of S, append the minimal number of 0's and 1's to S to remedy this. Sequence gives S."
A241832,30,10.0,,,,,,False,True,2,1,1.0,,"Number of partitions p = [x(1), ..., x(k)], where x(1) >= x(2) >=  ... >= x(k), of n such that max(x(i) - x(i-1)) > number of parts of p."
A330421,30,,,,,,,False,False,0,0,1.0,,Running totals in A330402.
A380550,30,7.0,,,,,,False,True,2,1,1.0,,"List of numbers not of the form i + 3*j + 4*i*j for i, j >= 1."
A042968,30,11.0,4.0,0.0,11.0,44.0,0.0,True,False,1,0,0.15331010452961671,,Numbers not divisible by 4.
A144325,30,,,,,,,False,False,0,0,1.0,,"Prime numbers p such that p - 1 is the third a-figurate number, sixth b-figurate number and possibly twelfth c-figurate number for some a, b and c and not a d-figurate number for any nontrivial d."
A080313,30,,,,,,,False,False,0,0,1.0,,Breadth-first-wise A014486-like encoding of A080299-trees.
A116729,30,13.0,6.0,0.0,15.0,76.0,0.0,True,False,2,1,0.1613588110403397,,Duplicate of A048840.
A181758,30,,,,,,,False,False,0,0,1.0,,Greatest prime closest to n^3.
A051717,30,,,,,,,False,False,0,0,1.0,,"1, followed by denominators of first differences of Bernoulli numbers (B(i)-B(i-1))."
A207032,30,,,,,,,False,False,0,0,1.0,,"Triangle read by rows: T(n,k) = number of odd/even parts >= k in the last section of the set of partitions of n, if k is odd/even."
A241619,30,,,,,,,False,False,0,0,1.0,,"T(n,k)=Number of length n+2 0..k arrays with no consecutive three elements summing to more than k."
A263411,30,,,,,,,False,False,0,0,1.0,,"""Shuffled bisection"" of positive even and odd numbers, type 1 (see ""Comments"" for rules generating the sequence)."
A256113,30,,,,,,,False,False,0,0,1.0,,"Table read by rows: T(1,1) = 1, for n > 1: row n = union of distinct prime factors occurring in terms of n-th row of Pascal's triangle, cf. A007318."
A110634,30,,,,,,,False,False,0,0,1.0,,"Every 2nd term of A083946 where the self-convolution 2nd power is congruent modulo 4 to A083946, which consists entirely of numbers 1 through 6."
A193097,30,,,,,,,False,False,0,0,1.0,,Numbers that are the concatenation of exactly one pair of nonzero squares.
A028883,30,,,,,,,False,False,0,0,1.0,,Primes of the form k^2 - 7.
A212695,30,,,,,,,False,False,0,0,1.0,,"Decimal expansion of the uniform exponent of simultaneous approximation of Q-linearly independent triples (1,x,x^3) by rational numbers."
A349756,30,,,,,,,False,False,0,0,1.0,,"Numbers k such that the odd part of sigma(k) is equal to gcd(sigma(k), A003961(k)), where A003961 is fully multiplicative with a(p) = nextprime(p), and sigma is the sum of divisors function."
A175314,30,,,,,,,False,False,0,0,1.0,,Decimal expansion of exp(Pi) + exp(-Pi).
A120299,30,,,,,,,False,False,0,0,1.0,,"Largest prime factor of Stirling numbers of first kind s(n,2) = A000254(n)."
A027602,30,10.0,2.0,1.0,10.0,54.0,0.0,True,False,1,0,0.06844106463878327,,a(n) = n^3 + (n+1)^3 + (n+2)^3.
A178041,30,,,,,,,False,False,0,0,1.0,,Number of ways to represent the n-th prime (which has a nonzero number of such representations) as the sum of 4 distinct primes.
A356424,30,,,,,,,False,False,0,0,1.0,,9-gonal numbers that are semiprimes.
A086645,30,,,,,,,False,False,0,0,1.0,,"Triangle read by rows: T(n, k) = binomial(2n, 2k)."
A322966,30,,,,,,,False,False,0,0,1.0,,Denominator of Sum_{d | n} 1/rad(d) where rad = A007947.
A209189,30,,,,,,,False,False,0,0,1.0,,Smallest prime factor of n^2 + n + 1.
A177791,30,,,,,,,False,False,0,0,1.0,,Partial sums of A050705.
A083052,30,,,,,,,False,False,0,0,1.0,,Main diagonal of table A083050.
A209987,30,,,,,,,False,False,0,0,1.0,,(A209986)/8.
A234694,30,,,,,,,False,False,0,0,1.0,,a(n) = |{0 < k < n: p = k + prime(n-k) and prime(p) - p + 1 are both prime}|.
A332485,30,,,,,,,False,False,0,0,1.0,,Numbers k such that sin(k) > 0 or cos(k) < 0.
A363889,30,,,,,,,False,False,0,0,1.0,,Sum of divisors of 3*n-2 of form 3*k+1.
A393409,30,,,,,,,False,False,0,0,1.0,,Sum of the middle parts in the partitions of n into 3 parts whose largest part is even.
A393360,30,,,,,,,False,False,0,0,1.0,,Decimal expansion of the weight factor for Hermite-Gauss quadrature of degree 5 corresponding to abscissa A393357.
A337617,30,,,,,,,False,False,0,0,1.0,,"T(n, k) = (n + 1)*2^(n + k)*hypergeom([-n, k - n + 1], [2], 1/2), triangle read by rows for 0 <= k <= n."
